номер_операции,код_месторождения,наименование_месторождения,номер_скважины,дата_начала,дата_окончания,глубина_план_м,глубина_факт_м,длительность_дней,код_статьи,план_тыс_тнг,факт_тыс_тнг,отклонение_тыс_тнг,год,месяц,квартал
ОП-2018-000177,МСТ-005,Харасан,СКВ-00177,2018-03-06,2018-03-19,574.3,561.1,13,ЗТР-06,1852.72,1891.65,38.93,2018,3,Q1
ОП-2018-000177,МСТ-005,Харасан,СКВ-00177,2018-03-06,2018-03-19,574.3,561.1,13,ЗТР-07,1087.24,1232.93,145.69,2018,3,Q1
ОП-2018-000177,МСТ-005,Харасан,СКВ-00177,2018-03-06,2018-03-19,574.3,561.1,13,ЗТР-08,176.7,206.91,30.21,2018,3,Q1
ОП-2018-000177,МСТ-005,Харасан,СКВ-00177,2018-03-06,2018-03-19,574.3,561.1,13,ЗТР-09,205.08,219.4,14.32,2018,3,Q1
ОП-2018-000175,МСТ-005,Харасан,СКВ-00175,2018-03-06,2018-03-16,434.7,457.4,10,ЗТР-04,1042.94,1120.58,77.64,2018,3,Q1
ОП-2018-000175,МСТ-005,Харасан,СКВ-00175,2018-03-06,2018-03-16,434.7,457.4,10,ЗТР-03,1791.84,1827.04,35.2,2018,3,Q1
ОП-2018-000170,МСТ-004,Южный Инкай,СКВ-00170,2018-03-06,2018-03-24,763.1,741.6,18,ЗТР-07,1111.35,1167.7,56.35,2018,3,Q1
ОП-2018-000175,МСТ-005,Харасан,СКВ-00175,2018-03-06,2018-03-16,434.7,457.4,10,ЗТР-01,3349.46,3235.5,-113.96,2018,3,Q1
ОП-2018-000195,МСТ-009,Ирколь,СКВ-00195,2018-03-06,2018-03-13,392.0,407.6,7,ЗТР-07,261.96,278.91,16.95,2018,3,Q1
ОП-2018-000195,МСТ-009,Ирколь,СКВ-00195,2018-03-06,2018-03-13,392.0,407.6,7,ЗТР-06,965.07,965.24,0.17,2018,3,Q1
ОП-2018-000195,МСТ-009,Ирколь,СКВ-00195,2018-03-06,2018-03-13,392.0,407.6,7,ЗТР-05,1252.92,1339.68,86.76,2018,3,Q1
ОП-2018-000195,МСТ-009,Ирколь,СКВ-00195,2018-03-06,2018-03-13,392.0,407.6,7,ЗТР-04,884.44,964.43,79.99,2018,3,Q1
ОП-2018-000195,МСТ-009,Ирколь,СКВ-00195,2018-03-06,2018-03-13,392.0,407.6,7,ЗТР-03,558.15,652.22,94.07,2018,3,Q1
ОП-2018-000195,МСТ-009,Ирколь,СКВ-00195,2018-03-06,2018-03-13,392.0,407.6,7,ЗТР-02,2226.95,2592.22,365.27,2018,3,Q1
ОП-2018-000195,МСТ-009,Ирколь,СКВ-00195,2018-03-06,2018-03-13,392.0,407.6,7,ЗТР-01,1360.93,1545.6,184.67,2018,3,Q1
ОП-2018-000170,МСТ-004,Южный Инкай,СКВ-00170,2018-03-06,2018-03-24,763.1,741.6,18,ЗТР-02,5278.83,5402.04,123.21,2018,3,Q1
ОП-2018-000170,МСТ-004,Южный Инкай,СКВ-00170,2018-03-06,2018-03-24,763.1,741.6,18,ЗТР-01,1869.38,1873.1,3.72,2018,3,Q1
ОП-2018-000170,МСТ-004,Южный Инкай,СКВ-00170,2018-03-06,2018-03-24,763.1,741.6,18,ЗТР-03,4462.6,4334.53,-128.07,2018,3,Q1
ОП-2018-000170,МСТ-004,Южный Инкай,СКВ-00170,2018-03-06,2018-03-24,763.1,741.6,18,ЗТР-04,1884.69,1931.58,46.89,2018,3,Q1
ОП-2018-000170,МСТ-004,Южный Инкай,СКВ-00170,2018-03-06,2018-03-24,763.1,741.6,18,ЗТР-05,2097.96,2103.46,5.5,2018,3,Q1
ОП-2018-000170,МСТ-004,Южный Инкай,СКВ-00170,2018-03-06,2018-03-24,763.1,741.6,18,ЗТР-06,821.3,889.47,68.17,2018,3,Q1
ОП-2018-000170,МСТ-004,Южный Инкай,СКВ-00170,2018-03-06,2018-03-24,763.1,741.6,18,ЗТР-08,700.43,744.25,43.82,2018,3,Q1
ОП-2018-000170,МСТ-004,Южный Инкай,СКВ-00170,2018-03-06,2018-03-24,763.1,741.6,18,ЗТР-09,203.03,211.32,8.29,2018,3,Q1
ОП-2018-000175,МСТ-005,Харасан,СКВ-00175,2018-03-06,2018-03-16,434.7,457.4,10,ЗТР-02,1738.27,1952.53,214.26,2018,3,Q1
ОП-2018-000195,МСТ-009,Ирколь,СКВ-00195,2018-03-06,2018-03-13,392.0,407.6,7,ЗТР-09,154.05,168.89,14.84,2018,3,Q1
ОП-2018-000146,МСТ-001,Инкай,СКВ-00146,2018-03-06,2018-03-14,429.5,401.2,8,ЗТР-09,236.71,231.42,-5.29,2018,3,Q1
ОП-2018-000146,МСТ-001,Инкай,СКВ-00146,2018-03-06,2018-03-14,429.5,401.2,8,ЗТР-02,3109.44,3411.05,301.61,2018,3,Q1
ОП-2018-000146,МСТ-001,Инкай,СКВ-00146,2018-03-06,2018-03-14,429.5,401.2,8,ЗТР-03,956.69,1050.34,93.65,2018,3,Q1
ОП-2018-000146,МСТ-001,Инкай,СКВ-00146,2018-03-06,2018-03-14,429.5,401.2,8,ЗТР-04,881.11,1006.05,124.94,2018,3,Q1
ОП-2018-000146,МСТ-001,Инкай,СКВ-00146,2018-03-06,2018-03-14,429.5,401.2,8,ЗТР-05,819.71,794.0,-25.71,2018,3,Q1
ОП-2018-000146,МСТ-001,Инкай,СКВ-00146,2018-03-06,2018-03-14,429.5,401.2,8,ЗТР-06,1418.71,1594.91,176.2,2018,3,Q1
ОП-2018-000146,МСТ-001,Инкай,СКВ-00146,2018-03-06,2018-03-14,429.5,401.2,8,ЗТР-07,624.7,648.2,23.5,2018,3,Q1
ОП-2018-000146,МСТ-001,Инкай,СКВ-00146,2018-03-06,2018-03-14,429.5,401.2,8,ЗТР-08,261.02,260.19,-0.83,2018,3,Q1
ОП-2018-000146,МСТ-001,Инкай,СКВ-00146,2018-03-06,2018-03-14,429.5,401.2,8,ЗТР-01,1792.19,1929.0,136.81,2018,3,Q1
ОП-2018-000209,МСТ-012,Заречное,СКВ-00209,2018-03-07,2018-03-17,505.4,554.9,10,ЗТР-08,681.44,698.71,17.27,2018,3,Q1
ОП-2018-000211,МСТ-012,Заречное,СКВ-00211,2018-03-07,2018-03-17,579.9,548.6,10,ЗТР-02,3313.11,3561.12,248.01,2018,3,Q1
ОП-2018-000211,МСТ-012,Заречное,СКВ-00211,2018-03-07,2018-03-17,579.9,548.6,10,ЗТР-03,634.95,674.11,39.16,2018,3,Q1
ОП-2018-000211,МСТ-012,Заречное,СКВ-00211,2018-03-07,2018-03-17,579.9,548.6,10,ЗТР-04,1676.76,1948.12,271.36,2018,3,Q1
ОП-2018-000166,МСТ-004,Южный Инкай,СКВ-00166,2018-03-07,2018-03-27,671.3,705.1,20,ЗТР-07,1375.84,1492.46,116.62,2018,3,Q1
ОП-2018-000211,МСТ-012,Заречное,СКВ-00211,2018-03-07,2018-03-17,579.9,548.6,10,ЗТР-06,1577.53,1674.86,97.33,2018,3,Q1
ОП-2018-000211,МСТ-012,Заречное,СКВ-00211,2018-03-07,2018-03-17,579.9,548.6,10,ЗТР-08,468.97,534.68,65.71,2018,3,Q1
ОП-2018-000211,МСТ-012,Заречное,СКВ-00211,2018-03-07,2018-03-17,579.9,548.6,10,ЗТР-09,357.37,369.81,12.44,2018,3,Q1
ОП-2018-000209,МСТ-012,Заречное,СКВ-00209,2018-03-07,2018-03-17,505.4,554.9,10,ЗТР-07,244.73,279.25,34.52,2018,3,Q1
ОП-2018-000166,МСТ-004,Южный Инкай,СКВ-00166,2018-03-07,2018-03-27,671.3,705.1,20,ЗТР-09,523.63,526.68,3.05,2018,3,Q1
ОП-2018-000166,МСТ-004,Южный Инкай,СКВ-00166,2018-03-07,2018-03-27,671.3,705.1,20,ЗТР-01,3178.79,3066.72,-112.07,2018,3,Q1
ОП-2018-000166,МСТ-004,Южный Инкай,СКВ-00166,2018-03-07,2018-03-27,671.3,705.1,20,ЗТР-02,2385.05,2618.16,233.11,2018,3,Q1
ОП-2018-000166,МСТ-004,Южный Инкай,СКВ-00166,2018-03-07,2018-03-27,671.3,705.1,20,ЗТР-03,4252.51,4165.88,-86.63,2018,3,Q1
ОП-2018-000166,МСТ-004,Южный Инкай,СКВ-00166,2018-03-07,2018-03-27,671.3,705.1,20,ЗТР-04,6206.81,6998.08,791.27,2018,3,Q1
ОП-2018-000166,МСТ-004,Южный Инкай,СКВ-00166,2018-03-07,2018-03-27,671.3,705.1,20,ЗТР-05,2021.43,2000.83,-20.6,2018,3,Q1
ОП-2018-000166,МСТ-004,Южный Инкай,СКВ-00166,2018-03-07,2018-03-27,671.3,705.1,20,ЗТР-06,2244.67,2231.2,-13.47,2018,3,Q1
ОП-2018-000211,МСТ-012,Заречное,СКВ-00211,2018-03-07,2018-03-17,579.9,548.6,10,ЗТР-07,735.4,860.68,125.28,2018,3,Q1
ОП-2018-000211,МСТ-012,Заречное,СКВ-00211,2018-03-07,2018-03-17,579.9,548.6,10,ЗТР-01,970.47,968.18,-2.29,2018,3,Q1
ОП-2018-000211,МСТ-012,Заречное,СКВ-00211,2018-03-07,2018-03-17,579.9,548.6,10,ЗТР-05,1160.06,1264.93,104.87,2018,3,Q1
ОП-2018-000166,МСТ-004,Южный Инкай,СКВ-00166,2018-03-07,2018-03-27,671.3,705.1,20,ЗТР-08,229.01,224.21,-4.8,2018,3,Q1
ОП-2018-000209,МСТ-012,Заречное,СКВ-00209,2018-03-07,2018-03-17,505.4,554.9,10,ЗТР-06,2509.9,2870.7,360.8,2018,3,Q1
ОП-2018-000209,МСТ-012,Заречное,СКВ-00209,2018-03-07,2018-03-17,505.4,554.9,10,ЗТР-05,1550.11,1568.24,18.13,2018,3,Q1
ОП-2018-000209,МСТ-012,Заречное,СКВ-00209,2018-03-07,2018-03-17,505.4,554.9,10,ЗТР-04,666.52,767.63,101.11,2018,3,Q1
ОП-2018-000209,МСТ-012,Заречное,СКВ-00209,2018-03-07,2018-03-17,505.4,554.9,10,ЗТР-03,2032.2,2385.03,352.83,2018,3,Q1
ОП-2018-000209,МСТ-012,Заречное,СКВ-00209,2018-03-07,2018-03-17,505.4,554.9,10,ЗТР-02,3471.58,3615.88,144.3,2018,3,Q1
ОП-2018-000209,МСТ-012,Заречное,СКВ-00209,2018-03-07,2018-03-17,505.4,554.9,10,ЗТР-01,2377.48,2641.03,263.55,2018,3,Q1
ОП-2018-000209,МСТ-012,Заречное,СКВ-00209,2018-03-07,2018-03-17,505.4,554.9,10,ЗТР-09,317.72,315.58,-2.14,2018,3,Q1
ОП-2018-000151,МСТ-001,Инкай,СКВ-00151,2018-03-08,2018-03-24,478.0,500.9,16,ЗТР-09,244.1,284.32,40.22,2018,3,Q1
ОП-2018-000151,МСТ-001,Инкай,СКВ-00151,2018-03-08,2018-03-24,478.0,500.9,16,ЗТР-08,240.45,273.72,33.27,2018,3,Q1
ОП-2018-000151,МСТ-001,Инкай,СКВ-00151,2018-03-08,2018-03-24,478.0,500.9,16,ЗТР-07,886.6,1033.83,147.23,2018,3,Q1
ОП-2018-000151,МСТ-001,Инкай,СКВ-00151,2018-03-08,2018-03-24,478.0,500.9,16,ЗТР-06,2025.5,2284.53,259.03,2018,3,Q1
ОП-2018-000151,МСТ-001,Инкай,СКВ-00151,2018-03-08,2018-03-24,478.0,500.9,16,ЗТР-05,780.81,771.84,-8.97,2018,3,Q1
ОП-2018-000151,МСТ-001,Инкай,СКВ-00151,2018-03-08,2018-03-24,478.0,500.9,16,ЗТР-04,686.83,699.4,12.57,2018,3,Q1
ОП-2018-000151,МСТ-001,Инкай,СКВ-00151,2018-03-08,2018-03-24,478.0,500.9,16,ЗТР-03,2355.83,2571.3,215.47,2018,3,Q1
ОП-2018-000151,МСТ-001,Инкай,СКВ-00151,2018-03-08,2018-03-24,478.0,500.9,16,ЗТР-02,3146.48,3001.28,-145.2,2018,3,Q1
ОП-2018-000161,МСТ-003,Акдала,СКВ-00161,2018-03-08,2018-03-24,609.2,589.1,16,ЗТР-09,264.31,259.08,-5.23,2018,3,Q1
ОП-2018-000151,МСТ-001,Инкай,СКВ-00151,2018-03-08,2018-03-24,478.0,500.9,16,ЗТР-01,3588.73,3645.71,56.98,2018,3,Q1
ОП-2018-000161,МСТ-003,Акдала,СКВ-00161,2018-03-08,2018-03-24,609.2,589.1,16,ЗТР-08,744.05,718.68,-25.37,2018,3,Q1
ОП-2018-000161,МСТ-003,Акдала,СКВ-00161,2018-03-08,2018-03-24,609.2,589.1,16,ЗТР-07,1463.98,1551.64,87.66,2018,3,Q1
ОП-2018-000161,МСТ-003,Акдала,СКВ-00161,2018-03-08,2018-03-24,609.2,589.1,16,ЗТР-06,529.5,558.76,29.26,2018,3,Q1
ОП-2018-000161,МСТ-003,Акдала,СКВ-00161,2018-03-08,2018-03-24,609.2,589.1,16,ЗТР-05,718.87,787.57,68.7,2018,3,Q1
ОП-2018-000161,МСТ-003,Акдала,СКВ-00161,2018-03-08,2018-03-24,609.2,589.1,16,ЗТР-04,2387.6,2378.73,-8.87,2018,3,Q1
ОП-2018-000161,МСТ-003,Акдала,СКВ-00161,2018-03-08,2018-03-24,609.2,589.1,16,ЗТР-03,703.29,745.82,42.53,2018,3,Q1
ОП-2018-000161,МСТ-003,Акдала,СКВ-00161,2018-03-08,2018-03-24,609.2,589.1,16,ЗТР-02,2731.38,3048.97,317.59,2018,3,Q1
ОП-2018-000161,МСТ-003,Акдала,СКВ-00161,2018-03-08,2018-03-24,609.2,589.1,16,ЗТР-01,2031.58,2190.26,158.68,2018,3,Q1
ОП-2018-000208,МСТ-012,Заречное,СКВ-00208,2018-03-09,2018-03-20,598.3,592.5,11,ЗТР-01,2000.25,2347.91,347.66,2018,3,Q1
ОП-2018-000208,МСТ-012,Заречное,СКВ-00208,2018-03-09,2018-03-20,598.3,592.5,11,ЗТР-06,1909.03,2238.56,329.53,2018,3,Q1
ОП-2018-000208,МСТ-012,Заречное,СКВ-00208,2018-03-09,2018-03-20,598.3,592.5,11,ЗТР-05,1172.03,1187.39,15.36,2018,3,Q1
ОП-2018-000208,МСТ-012,Заречное,СКВ-00208,2018-03-09,2018-03-20,598.3,592.5,11,ЗТР-04,825.37,895.29,69.92,2018,3,Q1
ОП-2018-000208,МСТ-012,Заречное,СКВ-00208,2018-03-09,2018-03-20,598.3,592.5,11,ЗТР-03,3208.16,3185.45,-22.71,2018,3,Q1
ОП-2018-000208,МСТ-012,Заречное,СКВ-00208,2018-03-09,2018-03-20,598.3,592.5,11,ЗТР-02,3997.31,4313.18,315.87,2018,3,Q1
ОП-2018-000208,МСТ-012,Заречное,СКВ-00208,2018-03-09,2018-03-20,598.3,592.5,11,ЗТР-07,675.49,780.99,105.5,2018,3,Q1
ОП-2018-000208,МСТ-012,Заречное,СКВ-00208,2018-03-09,2018-03-20,598.3,592.5,11,ЗТР-09,125.43,141.53,16.1,2018,3,Q1
ОП-2018-000208,МСТ-012,Заречное,СКВ-00208,2018-03-09,2018-03-20,598.3,592.5,11,ЗТР-08,657.99,773.95,115.96,2018,3,Q1
ОП-2018-000191,МСТ-008,Уванас,СКВ-00191,2018-03-10,2018-03-24,695.3,706.1,14,ЗТР-08,1731.67,1726.57,-5.1,2018,3,Q1
ОП-2018-000190,МСТ-008,Уванас,СКВ-00190,2018-03-10,2018-03-18,475.1,514.6,8,ЗТР-01,3013.2,3423.4,410.2,2018,3,Q1
ОП-2018-000187,МСТ-007,Канжуган,СКВ-00187,2018-03-10,2018-03-18,276.3,276.3,8,ЗТР-05,713.08,799.73,86.65,2018,3,Q1
ОП-2018-000205,МСТ-011,Северный Харасан,СКВ-00205,2018-03-10,2018-03-15,263.7,283.2,5,ЗТР-07,271.62,271.12,-0.5,2018,3,Q1
ОП-2018-000164,МСТ-003,Акдала,СКВ-00164,2018-03-10,2018-04-01,791.1,820.7,22,ЗТР-07,1678.96,1601.51,-77.45,2018,3,Q1
ОП-2018-000164,МСТ-003,Акдала,СКВ-00164,2018-03-10,2018-04-01,791.1,820.7,22,ЗТР-06,4400.35,4348.57,-51.78,2018,3,Q1
ОП-2018-000164,МСТ-003,Акдала,СКВ-00164,2018-03-10,2018-04-01,791.1,820.7,22,ЗТР-05,2174.59,2084.89,-89.7,2018,3,Q1
ОП-2018-000164,МСТ-003,Акдала,СКВ-00164,2018-03-10,2018-04-01,791.1,820.7,22,ЗТР-04,3419.3,3517.11,97.81,2018,3,Q1
ОП-2018-000164,МСТ-003,Акдала,СКВ-00164,2018-03-10,2018-04-01,791.1,820.7,22,ЗТР-03,3126.14,3217.78,91.64,2018,3,Q1
ОП-2018-000164,МСТ-003,Акдала,СКВ-00164,2018-03-10,2018-04-01,791.1,820.7,22,ЗТР-02,5022.76,5700.32,677.56,2018,3,Q1
ОП-2018-000190,МСТ-008,Уванас,СКВ-00190,2018-03-10,2018-03-18,475.1,514.6,8,ЗТР-02,2596.03,2734.22,138.19,2018,3,Q1
ОП-2018-000164,МСТ-003,Акдала,СКВ-00164,2018-03-10,2018-04-01,791.1,820.7,22,ЗТР-01,5357.22,5259.14,-98.08,2018,3,Q1
ОП-2018-000187,МСТ-007,Канжуган,СКВ-00187,2018-03-10,2018-03-18,276.3,276.3,8,ЗТР-09,285.29,278.43,-6.86,2018,3,Q1
ОП-2018-000191,МСТ-008,Уванас,СКВ-00191,2018-03-10,2018-03-24,695.3,706.1,14,ЗТР-09,504.89,514.05,9.16,2018,3,Q1
ОП-2018-000187,МСТ-007,Канжуган,СКВ-00187,2018-03-10,2018-03-18,276.3,276.3,8,ЗТР-06,717.87,775.99,58.12,2018,3,Q1
ОП-2018-000205,МСТ-011,Северный Харасан,СКВ-00205,2018-03-10,2018-03-15,263.7,283.2,5,ЗТР-01,1051.39,1232.63,181.24,2018,3,Q1
ОП-2018-000205,МСТ-011,Северный Харасан,СКВ-00205,2018-03-10,2018-03-15,263.7,283.2,5,ЗТР-02,1220.17,1315.15,94.98,2018,3,Q1
ОП-2018-000205,МСТ-011,Северный Харасан,СКВ-00205,2018-03-10,2018-03-15,263.7,283.2,5,ЗТР-03,752.73,834.89,82.16,2018,3,Q1
ОП-2018-000205,МСТ-011,Северный Харасан,СКВ-00205,2018-03-10,2018-03-15,263.7,283.2,5,ЗТР-04,1278.21,1346.79,68.58,2018,3,Q1
ОП-2018-000205,МСТ-011,Северный Харасан,СКВ-00205,2018-03-10,2018-03-15,263.7,283.2,5,ЗТР-05,907.01,988.23,81.22,2018,3,Q1
ОП-2018-000205,МСТ-011,Северный Харасан,СКВ-00205,2018-03-10,2018-03-15,263.7,283.2,5,ЗТР-06,1431.22,1511.61,80.39,2018,3,Q1
ОП-2018-000205,МСТ-011,Северный Харасан,СКВ-00205,2018-03-10,2018-03-15,263.7,283.2,5,ЗТР-09,185.52,212.21,26.69,2018,3,Q1
ОП-2018-000190,МСТ-008,Уванас,СКВ-00190,2018-03-10,2018-03-18,475.1,514.6,8,ЗТР-03,1257.36,1353.32,95.96,2018,3,Q1
ОП-2018-000205,МСТ-011,Северный Харасан,СКВ-00205,2018-03-10,2018-03-15,263.7,283.2,5,ЗТР-08,162.06,185.19,23.13,2018,3,Q1
ОП-2018-000190,МСТ-008,Уванас,СКВ-00190,2018-03-10,2018-03-18,475.1,514.6,8,ЗТР-05,824.9,968.05,143.15,2018,3,Q1
ОП-2018-000187,МСТ-007,Канжуган,СКВ-00187,2018-03-10,2018-03-18,276.3,276.3,8,ЗТР-04,1193.13,1238.87,45.74,2018,3,Q1
ОП-2018-000187,МСТ-007,Канжуган,СКВ-00187,2018-03-10,2018-03-18,276.3,276.3,8,ЗТР-03,1740.72,1811.66,70.94,2018,3,Q1
ОП-2018-000187,МСТ-007,Канжуган,СКВ-00187,2018-03-10,2018-03-18,276.3,276.3,8,ЗТР-02,2674.69,2708.8,34.11,2018,3,Q1
ОП-2018-000164,МСТ-003,Акдала,СКВ-00164,2018-03-10,2018-04-01,791.1,820.7,22,ЗТР-09,498.48,581.83,83.35,2018,3,Q1
ОП-2018-000190,МСТ-008,Уванас,СКВ-00190,2018-03-10,2018-03-18,475.1,514.6,8,ЗТР-04,1921.32,1833.8,-87.52,2018,3,Q1
ОП-2018-000187,МСТ-007,Канжуган,СКВ-00187,2018-03-10,2018-03-18,276.3,276.3,8,ЗТР-01,1726.35,1774.85,48.5,2018,3,Q1
ОП-2018-000164,МСТ-003,Акдала,СКВ-00164,2018-03-10,2018-04-01,791.1,820.7,22,ЗТР-08,430.44,412.64,-17.8,2018,3,Q1
ОП-2018-000191,МСТ-008,Уванас,СКВ-00191,2018-03-10,2018-03-24,695.3,706.1,14,ЗТР-07,1136.75,1256.49,119.74,2018,3,Q1
ОП-2018-000187,МСТ-007,Канжуган,СКВ-00187,2018-03-10,2018-03-18,276.3,276.3,8,ЗТР-08,174.24,171.0,-3.24,2018,3,Q1
ОП-2018-000191,МСТ-008,Уванас,СКВ-00191,2018-03-10,2018-03-24,695.3,706.1,14,ЗТР-06,1798.44,1878.94,80.5,2018,3,Q1
ОП-2018-000191,МСТ-008,Уванас,СКВ-00191,2018-03-10,2018-03-24,695.3,706.1,14,ЗТР-04,2152.55,2472.69,320.14,2018,3,Q1
ОП-2018-000191,МСТ-008,Уванас,СКВ-00191,2018-03-10,2018-03-24,695.3,706.1,14,ЗТР-03,2860.46,3092.2,231.74,2018,3,Q1
ОП-2018-000191,МСТ-008,Уванас,СКВ-00191,2018-03-10,2018-03-24,695.3,706.1,14,ЗТР-02,3138.53,3395.67,257.14,2018,3,Q1
ОП-2018-000191,МСТ-008,Уванас,СКВ-00191,2018-03-10,2018-03-24,695.3,706.1,14,ЗТР-01,3392.02,3532.93,140.91,2018,3,Q1
ОП-2018-000190,МСТ-008,Уванас,СКВ-00190,2018-03-10,2018-03-18,475.1,514.6,8,ЗТР-09,103.09,99.63,-3.46,2018,3,Q1
ОП-2018-000190,МСТ-008,Уванас,СКВ-00190,2018-03-10,2018-03-18,475.1,514.6,8,ЗТР-08,220.53,210.65,-9.88,2018,3,Q1
ОП-2018-000190,МСТ-008,Уванас,СКВ-00190,2018-03-10,2018-03-18,475.1,514.6,8,ЗТР-07,1063.63,1053.79,-9.84,2018,3,Q1
ОП-2018-000190,МСТ-008,Уванас,СКВ-00190,2018-03-10,2018-03-18,475.1,514.6,8,ЗТР-06,2618.79,2600.88,-17.91,2018,3,Q1
ОП-2018-000191,МСТ-008,Уванас,СКВ-00191,2018-03-10,2018-03-24,695.3,706.1,14,ЗТР-05,997.12,1000.46,3.34,2018,3,Q1
ОП-2018-000187,МСТ-007,Канжуган,СКВ-00187,2018-03-10,2018-03-18,276.3,276.3,8,ЗТР-07,833.55,822.14,-11.41,2018,3,Q1
ОП-2018-000215,МСТ-012,Заречное,СКВ-00215,2018-03-11,2018-03-24,499.1,473.9,13,ЗТР-09,189.29,194.05,4.76,2018,3,Q1
ОП-2018-000156,МСТ-002,Буденовское,СКВ-00156,2018-03-11,2018-03-19,393.6,391.0,8,ЗТР-06,437.08,441.31,4.23,2018,3,Q1
ОП-2018-000156,МСТ-002,Буденовское,СКВ-00156,2018-03-11,2018-03-19,393.6,391.0,8,ЗТР-02,3088.93,3588.67,499.74,2018,3,Q1
ОП-2018-000156,МСТ-002,Буденовское,СКВ-00156,2018-03-11,2018-03-19,393.6,391.0,8,ЗТР-03,1526.39,1782.29,255.9,2018,3,Q1
ОП-2018-000156,МСТ-002,Буденовское,СКВ-00156,2018-03-11,2018-03-19,393.6,391.0,8,ЗТР-04,1252.54,1278.25,25.71,2018,3,Q1
ОП-2018-000156,МСТ-002,Буденовское,СКВ-00156,2018-03-11,2018-03-19,393.6,391.0,8,ЗТР-05,1227.63,1236.06,8.43,2018,3,Q1
ОП-2018-000156,МСТ-002,Буденовское,СКВ-00156,2018-03-11,2018-03-19,393.6,391.0,8,ЗТР-07,482.78,492.58,9.8,2018,3,Q1
ОП-2018-000156,МСТ-002,Буденовское,СКВ-00156,2018-03-11,2018-03-19,393.6,391.0,8,ЗТР-08,387.75,450.64,62.89,2018,3,Q1
ОП-2018-000156,МСТ-002,Буденовское,СКВ-00156,2018-03-11,2018-03-19,393.6,391.0,8,ЗТР-01,3016.32,3134.74,118.42,2018,3,Q1
ОП-2018-000156,МСТ-002,Буденовское,СКВ-00156,2018-03-11,2018-03-19,393.6,391.0,8,ЗТР-09,339.59,358.76,19.17,2018,3,Q1
ОП-2018-000215,МСТ-012,Заречное,СКВ-00215,2018-03-11,2018-03-24,499.1,473.9,13,ЗТР-03,2658.97,2569.9,-89.07,2018,3,Q1
ОП-2018-000172,МСТ-004,Южный Инкай,СКВ-00172,2018-03-11,2018-03-21,392.4,425.4,10,ЗТР-08,370.04,370.25,0.21,2018,3,Q1
ОП-2018-000172,МСТ-004,Южный Инкай,СКВ-00172,2018-03-11,2018-03-21,392.4,425.4,10,ЗТР-07,489.18,483.05,-6.13,2018,3,Q1
ОП-2018-000172,МСТ-004,Южный Инкай,СКВ-00172,2018-03-11,2018-03-21,392.4,425.4,10,ЗТР-06,2148.67,2275.01,126.34,2018,3,Q1
ОП-2018-000172,МСТ-004,Южный Инкай,СКВ-00172,2018-03-11,2018-03-21,392.4,425.4,10,ЗТР-05,631.02,662.11,31.09,2018,3,Q1
ОП-2018-000172,МСТ-004,Южный Инкай,СКВ-00172,2018-03-11,2018-03-21,392.4,425.4,10,ЗТР-04,960.92,1026.35,65.43,2018,3,Q1
ОП-2018-000172,МСТ-004,Южный Инкай,СКВ-00172,2018-03-11,2018-03-21,392.4,425.4,10,ЗТР-03,1582.97,1699.59,116.62,2018,3,Q1
ОП-2018-000172,МСТ-004,Южный Инкай,СКВ-00172,2018-03-11,2018-03-21,392.4,425.4,10,ЗТР-02,1388.17,1512.89,124.72,2018,3,Q1
ОП-2018-000172,МСТ-004,Южный Инкай,СКВ-00172,2018-03-11,2018-03-21,392.4,425.4,10,ЗТР-01,831.95,821.69,-10.26,2018,3,Q1
ОП-2018-000215,МСТ-012,Заречное,СКВ-00215,2018-03-11,2018-03-24,499.1,473.9,13,ЗТР-04,621.97,632.4,10.43,2018,3,Q1
ОП-2018-000215,МСТ-012,Заречное,СКВ-00215,2018-03-11,2018-03-24,499.1,473.9,13,ЗТР-05,637.1,710.22,73.12,2018,3,Q1
ОП-2018-000215,МСТ-012,Заречное,СКВ-00215,2018-03-11,2018-03-24,499.1,473.9,13,ЗТР-06,1435.83,1382.86,-52.97,2018,3,Q1
ОП-2018-000215,МСТ-012,Заречное,СКВ-00215,2018-03-11,2018-03-24,499.1,473.9,13,ЗТР-07,657.14,736.1,78.96,2018,3,Q1
ОП-2018-000172,МСТ-004,Южный Инкай,СКВ-00172,2018-03-11,2018-03-21,392.4,425.4,10,ЗТР-09,290.26,297.36,7.1,2018,3,Q1
ОП-2018-000215,МСТ-012,Заречное,СКВ-00215,2018-03-11,2018-03-24,499.1,473.9,13,ЗТР-08,99.76,114.63,14.87,2018,3,Q1
ОП-2018-000215,МСТ-012,Заречное,СКВ-00215,2018-03-11,2018-03-24,499.1,473.9,13,ЗТР-02,9188.75,10382.98,1194.23,2018,3,Q1
ОП-2018-000215,МСТ-012,Заречное,СКВ-00215,2018-03-11,2018-03-24,499.1,473.9,13,ЗТР-01,1809.36,1748.65,-60.71,2018,3,Q1
ОП-2018-000171,МСТ-004,Южный Инкай,СКВ-00171,2018-03-12,2018-03-22,417.6,448.1,10,ЗТР-04,464.96,545.08,80.12,2018,3,Q1
ОП-2018-000171,МСТ-004,Южный Инкай,СКВ-00171,2018-03-12,2018-03-22,417.6,448.1,10,ЗТР-02,2498.32,2458.72,-39.6,2018,3,Q1
